source_ref,source_type,source_id,title,language,status,approval,text_available,storage,text_size_chars,estimated_chunks,duplicate_group,include,exclude_reason,raw_sha256,content_hash_db,text_sha256
kos:doc_742adbe4cb0d8ae2,kos_source_document,doc_742adbe4cb0d8ae2,Cricova - Oaspeți,ru,active,active,true,postgres:kos_source_documents.normalized_text,3358,3,,include,,,3e0051152049470657cb2cb78208546848597553f61a03ff114347f42224f91f,3e0051152049470657cb2cb78208546848597553f61a03ff114347f42224f91f
kos:doc_76b34b791878082d,kos_source_document,doc_76b34b791878082d,Bostavan Floare de Dor - Bostavan,ru,active,active,true,postgres:kos_source_documents.normalized_text,392,1,7,include,,,158da902e3ba0bf6edf0f6a3827cacfa4954620997c917fb2b9d5c5a42dae0ba,158da902e3ba0bf6edf0f6a3827cacfa4954620997c917fb2b9d5c5a42dae0ba
kos:doc_78be99f091a1496b,kos_source_document,doc_78be99f091a1496b,https://carlevana.md/ru/degustaciya-na-spektakle-mashi-mashkovoy-inostranka/,auto,active,active,true,postgres:kos_source_documents.normalized_text,701,1,,include,,,,d94760e5b5b1428d8f2f80f10d5919e7039bf29cdb9c1582d58b84369409e45c
kos:doc_78dbd315b54291f9,kos_source_document,doc_78dbd315b54291f9,Vinăria Carlevana Moldova,ru,active,active,true,postgres:kos_source_documents.normalized_text,2067,2,,include,,,455a2474400e81275eb40528964782364918a5c3b4e6fdbb2391c318f744db4b,455a2474400e81275eb40528964782364918a5c3b4e6fdbb2391c318f744db4b
kos:doc_799eec91613b9bcb,kos_source_document,doc_799eec91613b9bcb,Винный тур с дегустацией на винодельню Carlevana,ru,active,active,true,postgres:kos_source_documents.normalized_text,3530,3,,include,,,1cca110b66cfd01b890d1c861bb3d9f021a7f85958b2be0c955c4bfe24a4932d,1cca110b66cfd01b890d1c861bb3d9f021a7f85958b2be0c955c4bfe24a4932d
kos:doc_7a052f136235156f,kos_source_document,doc_7a052f136235156f,Cricova,ru,active,active,true,postgres:kos_source_documents.normalized_text,7839,8,,include,,,09f248f58795b6799d7c6a771a9e9666ff2881af1fb4487ae51094c57a0e0b19,09f248f58795b6799d7c6a771a9e9666ff2881af1fb4487ae51094c57a0e0b19
kos:doc_7bdfb42e804d3004,kos_source_document,doc_7bdfb42e804d3004,https://wine.md/catalog/wine/vinuri-rosii/cabernet-sauvignon/,auto,active,active,true,postgres:kos_source_documents.normalized_text,3381,1,,include,,,,60a401a1c11bde107c0dfeac3d411a41a7560a641251d5f23bbbff812d06c2f3
kos:doc_7e1f428647f41cc9,kos_source_document,doc_7e1f428647f41cc9,https://aurelius.md/,auto,active,active,true,postgres:kos_source_documents.normalized_text,55903,1,2,include,,,,9cfeec5337c07a680731fcafc63cc571a733ba7a97f972eb1b4fe71f3570748c
kos:doc_801ecf52e3e858bb,kos_source_document,doc_801ecf52e3e858bb,https://carlevana.md/doua-premii-pentru-vinul-merlotage/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1640,1,,include,,,,d888c66456b3b0f696a5a5f783ba00e75dda7589a05e335462cdf8b577f3a258
kos:doc_8021984b49761e89,kos_source_document,doc_8021984b49761e89,Национальный День Вина 2025,ru,active,active,true,postgres:kos_source_documents.normalized_text,894,1,,include,,,205764ef51ec74ffaed553a584c9d2752170387efc3f25cd98d5be0939eb9c96,205764ef51ec74ffaed553a584c9d2752170387efc3f25cd98d5be0939eb9c96
kos:doc_80955e22e0f0828a,kos_source_document,doc_80955e22e0f0828a,https://aurelius.md/ru/,auto,active,active,true,postgres:kos_source_documents.normalized_text,55903,1,2,include,,,,9cfeec5337c07a680731fcafc63cc571a733ba7a97f972eb1b4fe71f3570748c
kos:doc_817d6223555cbf1b,kos_source_document,doc_817d6223555cbf1b,https://carlevana.md/vernisajul-vinului-editia-xxiv/,auto,active,active,true,postgres:kos_source_documents.normalized_text,664,1,,include,,,,d67f1483e6773a4bf3012b1af61b497aaa76c5abdfaaa6bd5abf4547bc456740
kos:doc_82c05a52eee9f36f,kos_source_document,doc_82c05a52eee9f36f,Aurelius,ru,active,active,true,postgres:kos_source_documents.normalized_text,20368,17,1,include,,,418928c275aaee399908dc3e5db5f42433358977db37cef28b44df621346e755,418928c275aaee399908dc3e5db5f42433358977db37cef28b44df621346e755
kos:doc_8331b801402ec585,kos_source_document,doc_8331b801402ec585,https://carlevana.md/ru/orange-wine-tehnologiya-proizvodstva-istoricheskiy-ekskurs-izvestnye-marki/,auto,active,active,true,postgres:kos_source_documents.normalized_text,7935,1,,include,,,,f91cd7a7aa3bfccfca5bfa8dc82fc364043eecc49a36b0c21b9e71de91f8b9f5
kos:doc_839ff651caa5c2cb,kos_source_document,doc_839ff651caa5c2cb,https://wine.md/catalog/wine/vinuri-roze/timbrus-rose,auto,active,active,true,postgres:kos_source_documents.normalized_text,569,1,8,include,,,,ff61a79a59187392da9dd62080a9314e32802a1f8cc0f95cd62d03d7c28a35c8
kos:doc_842601ab6fff04ff,kos_source_document,doc_842601ab6fff04ff,https://carlevana.md/ru/raritet-merlotage-medals/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1509,1,,include,,,,6790d5f5d735132e87e084d6e7365d2df00ac9c7601eaceca2da580fdb58aec8
kos:doc_8573813859b0725f,kos_source_document,doc_8573813859b0725f,Sare de mare cu vin rosu / 125 gr,ru,active,active,true,postgres:kos_source_documents.normalized_text,3246,3,,include,,,77f11d6695f6c6e4fad2aa42444ca1d79b106f224e4342cb9ecadd184aeabd94,77f11d6695f6c6e4fad2aa42444ca1d79b106f224e4342cb9ecadd184aeabd94
kos:doc_86268be2a66b063e,kos_source_document,doc_86268be2a66b063e,Selections mondiales des vins - Carlevana winery,ru,active,active,true,postgres:kos_source_documents.normalized_text,536,1,,include,,,13696208df6412a32edf55b6d10a70957cc1d49fd22e134e0e378a23bde54e76,13696208df6412a32edf55b6d10a70957cc1d49fd22e134e0e378a23bde54e76
kos:doc_86b82b9c93dead77,kos_source_document,doc_86b82b9c93dead77,https://cricova.md/ro,auto,active,active,true,postgres:kos_source_documents.normalized_text,1155,1,,include,,,,75dfafef314983caad1b0b2fff03a65b4b5e972d157515505b642be973db9a04
kos:doc_8a1239448e1f1b0d,kos_source_document,doc_8a1239448e1f1b0d,https://carlevana.md/vin-din-struguri-pinot-noir/,auto,active,active,true,postgres:kos_source_documents.normalized_text,9273,1,,include,,,,e3096262b21c5767c5e8ffd5d875c3c7a6be8fa14323a0c8c34b0c41cbad8947
kos:doc_8a56b627fcdea2e9,kos_source_document,doc_8a56b627fcdea2e9,Salcuta Pinot Grigio - Salcuta,ru,active,active,true,postgres:kos_source_documents.normalized_text,669,1,5,include,,,a851145525e41129e1290dad6a96ac7dd61942eecc978262d96dbb1498d3e8e9,a851145525e41129e1290dad6a96ac7dd61942eecc978262d96dbb1498d3e8e9
kos:doc_8a8eeea0fe59c9e1,kos_source_document,doc_8a8eeea0fe59c9e1,Chateau Vartely Select Feteasca Regala - Chateau Vartely,ru,active,active,true,postgres:kos_source_documents.normalized_text,898,1,9,include,,,7f3c5623513635c3b7bb4cb19a76291f66262b148e5e33f08e3e2eb67b2e55f4,7f3c5623513635c3b7bb4cb19a76291f66262b148e5e33f08e3e2eb67b2e55f4
kos:doc_8b6429ea2ea6da29,kos_source_document,doc_8b6429ea2ea6da29,https://carlevana.md/tur-vinicol/,auto,active,active,true,postgres:kos_source_documents.normalized_text,562,1,,include,,,,d240672feb7d40f84b6dbde06b058538bd40f338ec35f5932049de7ec0e70998
kos:doc_8b79f76844cd7586,kos_source_document,doc_8b79f76844cd7586,https://carlevana.md/ziua-vinului-2025/,auto,active,active,true,postgres:kos_source_documents.normalized_text,2671,1,,include,,,,21f484199fbdc60835e045e4314da87a06e4d9aab94a9658142ea7f97771244f
kos:doc_8f93b4c10905109a,kos_source_document,doc_8f93b4c10905109a,https://cricova.md/ro/vinuri/vinuri/hartie,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_9071ea6774c25a7f,kos_source_document,doc_9071ea6774c25a7f,Tur vinicol,ru,active,active,true,postgres:kos_source_documents.normalized_text,283,1,,include,,,7f015b0c96b70325ceda3de32dbdcd943d0994c3918f5caebe6293bdfc771cb0,7f015b0c96b70325ceda3de32dbdcd943d0994c3918f5caebe6293bdfc771cb0
kos:doc_92ab1563f344131f,kos_source_document,doc_92ab1563f344131f,Винный Вернисаж – 24-е издание - Carlevana winery,ru,active,active,true,postgres:kos_source_documents.normalized_text,317,1,,include,,,5144b75525389486e571f459986848ce9a7a63c8f4c940d1a5c93cea69f8e9ba,5144b75525389486e571f459986848ce9a7a63c8f4c940d1a5c93cea69f8e9ba
kos:doc_93c4ee376df56b87,kos_source_document,doc_93c4ee376df56b87,https://cricova.md/ro/despre-noi/transparenta,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_94895385d133856b,kos_source_document,doc_94895385d133856b,Politica de Livrare,ru,active,active,true,postgres:kos_source_documents.normalized_text,2789,3,,include,,,37d0246d73a3b78f8b5b3769d4aac7fa3cb9d11798aae8ec3c7c0e120ee283de,37d0246d73a3b78f8b5b3769d4aac7fa3cb9d11798aae8ec3c7c0e120ee283de
kos:doc_97f74d558330fc5f,kos_source_document,doc_97f74d558330fc5f,Cabernet Sauvignon,ru,active,active,true,postgres:kos_source_documents.normalized_text,2536,2,,include,,,b98a7a350a3b5484ee760d6c44d3336d61451ea944a0097c80787eb77e6ccfe4,b98a7a350a3b5484ee760d6c44d3336d61451ea944a0097c80787eb77e6ccfe4
kos:doc_986dfb3053a290b5,kos_source_document,doc_986dfb3053a290b5,Turism - Purcari Wineries        Purcari Wineries,ro,active,active,true,postgres:kos_source_documents.normalized_text,5511,5,,include,,,476f5738d14e34e64f87b633da92d263e42b834b205b7b81b06f59a50065dc1d,476f5738d14e34e64f87b633da92d263e42b834b205b7b81b06f59a50065dc1d
kos:doc_9988466a987ea434,kos_source_document,doc_9988466a987ea434,https://carlevana.md/ziua-nationala-a-vinului-2025/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1949,1,,include,,,,7fd46440b80d7ff8b118d8a7df1242a0786bfc9a6d7858578700be9417991c2a
kos:doc_99a7f0bd1bf64bc9,kos_source_document,doc_99a7f0bd1bf64bc9,Вино из винограда Пино Нуар,ru,active,active,true,postgres:kos_source_documents.normalized_text,5056,5,,include,,,3cfe833583f314f6c58f4a1c95daa9eea36b2980c5441a081ffca5daa2e1d7db,3cfe833583f314f6c58f4a1c95daa9eea36b2980c5441a081ffca5daa2e1d7db
kos:doc_9c6d9c5d62bcc335,kos_source_document,doc_9c6d9c5d62bcc335,https://wine.md/pinot-gris-de-purcari-3333,auto,pending,pending,,postgres:kos_source_documents.normalized_text,0,0,,exclude,status_not_active,,,
kos:doc_9c8c4f0e504ac3c3,kos_source_document,doc_9c8c4f0e504ac3c3,Muscat,ru,active,active,true,postgres:kos_source_documents.normalized_text,2512,2,,include,,,a345343fae38432f79430392b36e278e946aad5f1e828ce590336a5630a8c14b,a345343fae38432f79430392b36e278e946aad5f1e828ce590336a5630a8c14b
kos:doc_9f023050ad52f042,kos_source_document,doc_9f023050ad52f042,https://wine.md/,auto,active,active,true,postgres:kos_source_documents.normalized_text,435,1,,include,,,,492c0489bd349e1d4f35ddda836bea234a8bb46f214b9fd344316a7fe3e24d99
kos:doc_a12f405ac3a880c2,kos_source_document,doc_a12f405ac3a880c2,https://carlevana.md/orange-wine-tehnologia-de-producere-excurs-istoric-marci-renumite/,auto,active,active,true,postgres:kos_source_documents.normalized_text,8432,1,,include,,,,c67734a85daacfa8bc734f7e2b683e07bd01b30ae92c4c9dbefc81f7b024adea
kos:doc_a135175bcb78e5b9,kos_source_document,doc_a135175bcb78e5b9,https://carlevana.md/selections-mondiales-des-vins/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1121,1,,include,,,,b8b06499233edb1b8de20d14e39900ce673e763490cfb2b7361bd86d2d8269d6
kos:doc_a2d46c2f03188098,kos_source_document,doc_a2d46c2f03188098,Винный маршрут — Кишинёв,ru,active,active,true,postgres:kos_source_documents.normalized_text,9011,8,,include,,,69b51b0bc05fdaf130eec1322d0cd7c51159378b51196d600a8373255f47c31a,69b51b0bc05fdaf130eec1322d0cd7c51159378b51196d600a8373255f47c31a
kos:doc_a30cc83871471486,kos_source_document,doc_a30cc83871471486,https://carlevana.md/spectacol-muzical-check-up-cu-danila-kozlovsky-degustare/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1558,1,,include,,,,6ef5a4930a5c86b5cc87858f6823e4f59a859528e0e70bc729859fe754f539d4
kos:doc_a634a35e66ac7346,kos_source_document,doc_a634a35e66ac7346,https://wine.md/catalog/wine/vinuri-albe/aligote/agrici-wine-aligote-and-chardonnay,auto,active,active,true,postgres:kos_source_documents.normalized_text,3317,1,,include,,,,59ea402272b8e55702f047389d522a00c51b12790d94b1a848cb6af85bbaca72
kos:doc_a659f3ff6e1759c1,kos_source_document,doc_a659f3ff6e1759c1,"Asconi Winery | Asconi Winery is a family business, which aims at producing the best possible wine.",en,active,active,true,postgres:kos_source_documents.normalized_text,3291,3,,include,,,5e9c56855698fb9e5cf250c99f8de8bee3c5af5c8eb9c44bdb350266cf853cbc,5e9c56855698fb9e5cf250c99f8de8bee3c5af5c8eb9c44bdb350266cf853cbc
kos:doc_a8683c71be2e249d,kos_source_document,doc_a8683c71be2e249d,https://cricova.md/ro/oaspeti,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_a87c16598ddcd104,kos_source_document,doc_a87c16598ddcd104,https://carlevana.md/ru/moldavskoe-vino/,auto,active,active,true,postgres:kos_source_documents.normalized_text,10827,1,,include,,,,8b0694c84297f380b3e948b002418c121363167ab67d2bda52295f484b19c456
kos:doc_a8bfc24f93a8fc84,kos_source_document,doc_a8bfc24f93a8fc84,https://wine.md/catalog/spirtoase/cognac-6369/cricova-divin-5-ani,auto,pending,pending,,postgres:kos_source_documents.normalized_text,0,0,,exclude,status_not_active,,,
kos:doc_a9f445eaaebb1af4,kos_source_document,doc_a9f445eaaebb1af4,https://carlevana.md/en/exclusive-brunch-at-carlevana-winery/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1340,1,,include,,,,c22c43aac2963ed6c40de5acbb60472c9eb616fe85758830207f073994abf9c0
kos:doc_ac94542616c20229,kos_source_document,doc_ac94542616c20229,Home - Chateau Vartely,en,active,active,true,postgres:kos_source_documents.normalized_text,3263,3,,include,,,d8d49ca1912674b921a8d6b3c6872846c87de0ab1cbec6e3782576c95a3e8cf2,d8d49ca1912674b921a8d6b3c6872846c87de0ab1cbec6e3782576c95a3e8cf2
kos:doc_b2e0bd8edde7d0fb,kos_source_document,doc_b2e0bd8edde7d0fb,https://wine.md/catalog/wine/vinuri-dulci/traminer/bostavan-floare-de-dor,auto,active,active,true,postgres:kos_source_documents.normalized_text,392,1,7,include,,,,158da902e3ba0bf6edf0f6a3827cacfa4954620997c917fb2b9d5c5a42dae0ba
kos:doc_b3c31f1c79be1ee2,kos_source_document,doc_b3c31f1c79be1ee2,Două premii pentru vinul Merlotage,ru,active,active,true,postgres:kos_source_documents.normalized_text,852,1,,include,,,688d83902034bfe98d57f5caa871e41d327fe8bb7a0d50e380c9dab7e08f96cd,688d83902034bfe98d57f5caa871e41d327fe8bb7a0d50e380c9dab7e08f96cd
kos:doc_b417e5bfac957125,kos_source_document,doc_b417e5bfac957125,Новости: винные туры,ru,active,active,true,postgres:kos_source_documents.normalized_text,310,1,,include,,,4be039a61a925a52b0740e0dfa00284341d0628a795fc02484d82c54e7b00390,4be039a61a925a52b0740e0dfa00284341d0628a795fc02484d82c54e7b00390
kos:doc_b4be87305416a651,kos_source_document,doc_b4be87305416a651,Catalog vinuri - Wine.md,ru,active,active,true,postgres:kos_source_documents.normalized_text,239,1,,include,,,fbb5a08c509bc830c35e46d7469509df23ef86fea5ed7a7d5ad483672509b850,fbb5a08c509bc830c35e46d7469509df23ef86fea5ed7a7d5ad483672509b850
kos:doc_b61735845a658fb3,kos_source_document,doc_b61735845a658fb3,https://carlevana.md/en/wine-degustation-at-masha-mashkovas-performance-foreigner/,auto,active,active,true,postgres:kos_source_documents.normalized_text,760,1,,include,,,,97ff6d380da14fabff1ec169601551ad05e53bfebc25cc9c10fd8f6bf8acc69b
kos:doc_b69e81a8f31e02b6,kos_source_document,doc_b69e81a8f31e02b6,Cricova - Despre Noi: Sustenabilitate,ru,active,active,true,postgres:kos_source_documents.normalized_text,5441,5,,include,,,32318f5525481bb19151f5d61999a75b593522fb1de71fa24b8b0224a472bfad,32318f5525481bb19151f5d61999a75b593522fb1de71fa24b8b0224a472bfad
kos:doc_b723081449718657,kos_source_document,doc_b723081449718657,https://carlevana.md/,auto,active,active,true,postgres:kos_source_documents.normalized_text,2016,1,,include,,,,15b89bd54ea8d9578f4faf5f123e222ebe3ef4bac1ccd0fbc6d5193ac94b5505
kos:doc_b80fea874c26ce38,kos_source_document,doc_b80fea874c26ce38,https://carlevana.md/ru/vino-vinogrd-pino-nuar/,auto,active,active,true,postgres:kos_source_documents.normalized_text,8877,1,,include,,,,3a2c0ca41006fbc8d06f8d131bca86b374a178be37d35a6b682381a6d464b606
kos:doc_bc4684885689c48c,kos_source_document,doc_bc4684885689c48c,"Orange Wine: production technology, historical background, and famous brands",ru,active,active,true,postgres:kos_source_documents.normalized_text,4086,4,,include,,,ffe6ae97d360ec60a3c8872695064dac46d5b470ed2079353c80ede00c2c44cc,ffe6ae97d360ec60a3c8872695064dac46d5b470ed2079353c80ede00c2c44cc
kos:doc_be5a3ebb2edfb50d,kos_source_document,doc_be5a3ebb2edfb50d,Degustare la spectacolul lui Masha Mashkova - INOSTRANKA,ru,active,active,true,postgres:kos_source_documents.normalized_text,405,1,,include,,,f16818ea5c40face1f2d24f0dbd413c48436a54cca499c1ab84d3d34e0a893de,f16818ea5c40face1f2d24f0dbd413c48436a54cca499c1ab84d3d34e0a893de
kos:doc_be7cd7fa4b4022f0,kos_source_document,doc_be7cd7fa4b4022f0,Agrici Wine Aligote & Chardonnay,ru,active,active,true,postgres:kos_source_documents.normalized_text,3452,3,,include,,,7feb847a9df1322818d65556b11c5dae4f9f18b28f538deed8693d02174cb190,7feb847a9df1322818d65556b11c5dae4f9f18b28f538deed8693d02174cb190
kos:doc_c0cf60e81fccd62a,kos_source_document,doc_c0cf60e81fccd62a,Cricova | Vinuri - Seria 1952,ru,active,active,true,postgres:kos_source_documents.normalized_text,176,1,,include,,,02af57b9b11d928dc2f3b28f79f9188919ddd0879b6f521b79e4e3fef0cf3e2f,02af57b9b11d928dc2f3b28f79f9188919ddd0879b6f521b79e4e3fef0cf3e2f
kos:doc_c23bfc8659680b1c,kos_source_document,doc_c23bfc8659680b1c,Castel Mimi - First 5-Star Zero Emission Wine Resort,en,active,active,true,postgres:kos_source_documents.normalized_text,2082,2,,include,,,74b61604a7475d74ecf34bebcb27132ae5d96493722db18a0d4ce3417b533b18,74b61604a7475d74ecf34bebcb27132ae5d96493722db18a0d4ce3417b533b18
kos:doc_c2b4644f051072d5,kos_source_document,doc_c2b4644f051072d5,Home - Etcetera,en,active,active,true,postgres:kos_source_documents.normalized_text,1803,2,,include,,,0f1ae4997661b3f979a67347945282ff4dfa7dcf70c4a6c2218ea654ce25ff23,0f1ae4997661b3f979a67347945282ff4dfa7dcf70c4a6c2218ea654ce25ff23
kos:doc_c312ed4fc307fcac,kos_source_document,doc_c312ed4fc307fcac,Ziua Națională a Vinului 2025,ru,active,active,true,postgres:kos_source_documents.normalized_text,1414,2,,include,,,7b14d216a8914be819224cf06dc0412abedacec6a7e20648cdd6fccb14064acb,7b14d216a8914be819224cf06dc0412abedacec6a7e20648cdd6fccb14064acb
kos:doc_c3bfc2a9b41a6187,kos_source_document,doc_c3bfc2a9b41a6187,https://wine.md/cricova-traminer-2846,auto,pending,pending,,postgres:kos_source_documents.normalized_text,0,0,,exclude,status_not_active,,,
kos:doc_c4e75ed2b4025435,kos_source_document,doc_c4e75ed2b4025435,Creative evening with Narine Abgaryan: “Live On” - Carlevana winery,ru,active,active,true,postgres:kos_source_documents.normalized_text,741,1,,include,,,706b663c2edbf86110f0f096ac7d0ef0f4ba51bcdbd838c4f76e2ffe6938e725,706b663c2edbf86110f0f096ac7d0ef0f4ba51bcdbd838c4f76e2ffe6938e725
kos:doc_c796486daac26282,kos_source_document,doc_c796486daac26282,https://cricova.md/ro/vinuri/vinuri/grigore-vieru,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_c89a3d81684ff2e3,kos_source_document,doc_c89a3d81684ff2e3,Timbrus Purcari Estate Rose - Timbrus Purcari Estate,ru,active,active,true,postgres:kos_source_documents.normalized_text,569,1,8,include,,,ff61a79a59187392da9dd62080a9314e32802a1f8cc0f95cd62d03d7c28a35c8,ff61a79a59187392da9dd62080a9314e32802a1f8cc0f95cd62d03d7c28a35c8
kos:doc_ca7124566d2bbe26,kos_source_document,doc_ca7124566d2bbe26,Cricova Divin 7 ani - Cricova,ru,active,active,true,postgres:kos_source_documents.normalized_text,902,1,6,include,,,f8de1c4e686621fd04e464a483d7f344dac6f3bb9815ac90e767c55569d29f04,f8de1c4e686621fd04e464a483d7f344dac6f3bb9815ac90e767c55569d29f04
kos:doc_ce6c5a5a278cfa8b,kos_source_document,doc_ce6c5a5a278cfa8b,https://carlevana.md/en/the-musical-performance-check-up-with-danila-kozlovsky-degustation/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1610,1,,include,,,,1ed96a8fc957d7550d3a99574dc3e046ab63c317d7a6e01175a4293d4394e294
kos:doc_d030a291a3395b12,kos_source_document,doc_d030a291a3395b12,https://carlevana.md/ru/eksklyuzivnyy-branch-na-vinodelne-carlevana/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1358,1,,include,,,,7272959a116d6d46d308f74eb54fda7ef7959dbbac55d41f0f8159d8a01e1163
kos:doc_d08a26adb7dffaf9,kos_source_document,doc_d08a26adb7dffaf9,https://wine.md/catalog/wine/vinuri-rosii/shiraz/vinaria-din-vale-shiraz,auto,pending,pending,,postgres:kos_source_documents.normalized_text,0,0,,exclude,status_not_active,,,
kos:doc_d0bf87e3a9b4d301,kos_source_document,doc_d0bf87e3a9b4d301,Cricova - Excursii,ru,active,active,true,postgres:kos_source_documents.normalized_text,5959,5,,include,,,c34bf422cb4f1f6a83f6ee6f6cc9ef157c0c1b73de4e27d16435ba891aac85e4,c34bf422cb4f1f6a83f6ee6f6cc9ef157c0c1b73de4e27d16435ba891aac85e4
kos:doc_d1f0cccb811e8da3,kos_source_document,doc_d1f0cccb811e8da3,https://cricova.md/ro/vinuri/vinuri/elogiu,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_d21c20c3e9a6d279,kos_source_document,doc_d21c20c3e9a6d279,https://wine.md/catalog/spirtoase/cognac-6369/cricova-divin-7,auto,active,active,true,postgres:kos_source_documents.normalized_text,902,1,6,include,,,,f8de1c4e686621fd04e464a483d7f344dac6f3bb9815ac90e767c55569d29f04
kos:doc_d22fae0d144efeb5,kos_source_document,doc_d22fae0d144efeb5,https://carlevana.md/ru/wine-vernissage-24th-edition-2/,auto,active,active,true,postgres:kos_source_documents.normalized_text,622,1,,include,,,,498281d70fcf9185c899f2deeb75061378b34a4340d75d876eec7cc642a72ff5
kos:doc_d23307eb26b2830b,kos_source_document,doc_d23307eb26b2830b,https://wine.md/catalog/vinuri-spumante/muscat/vinaria-poiana-muscat-demisec,auto,pending,pending,,postgres:kos_source_documents.normalized_text,0,0,,exclude,status_not_active,,,
kos:doc_d244218fbffdfcc1,kos_source_document,doc_d244218fbffdfcc1,https://wine.md/catalog/wine/,auto,active,active,true,postgres:kos_source_documents.normalized_text,3090,1,,include,,,,1770f7d1fce7f724b8f78c6540fb111a21903d05725c2225b258e6ee63bb4743
kos:doc_d381e3a19b457fbc,kos_source_document,doc_d381e3a19b457fbc,Cricova - Despre Noi: Contacte,ru,active,active,true,postgres:kos_source_documents.normalized_text,3297,3,,include,,,926de3e1cd0a1786b97f79a7e8136c07039f6e4d970a02908346f2fd31c622b5,926de3e1cd0a1786b97f79a7e8136c07039f6e4d970a02908346f2fd31c622b5
kos:doc_d3d623f0448e461f,kos_source_document,doc_d3d623f0448e461f,Ziua Națională a Vinului 2025,ru,active,active,true,postgres:kos_source_documents.normalized_text,984,1,,include,,,613d4629469a250f90b162131637caa3fab7d21604d6fb397ede674e1adeb3aa,613d4629469a250f90b162131637caa3fab7d21604d6fb397ede674e1adeb3aa
kos:doc_d415028a111a99ab,kos_source_document,doc_d415028a111a99ab,https://carlevana.md/ru/selections-mondiales-des-vins-3/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1073,1,,include,,,,52c561ad3d141943fbd020921f35ee2c13ed88d32d7e901acd216ce931490293
kos:doc_d54837aa7ae7d21d,kos_source_document,doc_d54837aa7ae7d21d,https://wine.md/cricova-sauvignon-blanc-prestige-2728,auto,pending,pending,,postgres:kos_source_documents.normalized_text,0,0,,exclude,status_not_active,,,
kos:doc_d58090466864c9ae,kos_source_document,doc_d58090466864c9ae,Vin din struguri Pinot Noir,ru,active,active,true,postgres:kos_source_documents.normalized_text,5289,5,,include,,,00aa1f54589abc838b8957bf7d259c4105328900008b82e8ac8a061dbd0d188d,00aa1f54589abc838b8957bf7d259c4105328900008b82e8ac8a061dbd0d188d
kos:doc_d8a898b3cc840aaa,kos_source_document,doc_d8a898b3cc840aaa,https://cricova.md/ro/vinuri/vinuri/editie-limitata,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_d940bf293fa48af6,kos_source_document,doc_d940bf293fa48af6,https://wine.md/orasul-subteran-feteasca-alba-3253,auto,active,active,true,postgres:kos_source_documents.normalized_text,902,1,6,include,,,,f8de1c4e686621fd04e464a483d7f344dac6f3bb9815ac90e767c55569d29f04
kos:doc_d9c861cf0de19d94,kos_source_document,doc_d9c861cf0de19d94,https://wine.md/catalog/wine/vinuri-dulci/de-fructe/denovie-di-fruct-cherry,auto,active,active,true,postgres:kos_source_documents.normalized_text,3274,1,,include,,,,327f9d1bb1bc52e46d39177d6f586556b15512943765826dc0732cd2daa4de4c
kos:doc_d9d6a16eb52c2df9,kos_source_document,doc_d9d6a16eb52c2df9,https://wine.md/content/excursie-cricova,auto,active,active,true,postgres:kos_source_documents.normalized_text,4564,1,,include,,,,beecf2d9168f94b0aa2c0a7f8502bb6f0f6efeb12cedb397cd764b51cba5ed57
kos:doc_dce333c430e4fd8a,kos_source_document,doc_dce333c430e4fd8a,https://cricova.md/ro/excursii,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_dd5dd73f004c1d3a,kos_source_document,doc_dd5dd73f004c1d3a,https://carlevana.md/ru/tvorcheskiy-vecher-narine-abgaryan-dalshe-zhit/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1388,1,,include,,,,7f36d9927cdcc2c6153c088bd835273db72975ce0acfde9b76fddd7e2279f125
kos:doc_de16cfdfd0a96fa4,kos_source_document,doc_de16cfdfd0a96fa4,https://cricova.md/ro/blog/noutati,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_de573385563c046c,kos_source_document,doc_de573385563c046c,https://cricova.md/ro/blog,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
